"objid","ra","dec","u","g","r","i","z","run","rerun","camcol","field","specobjid","class","redshift","plate","mjd","fiberid"
1.23765e+18,154.4549164,0.268808512,19.10529,17.83982,17.27423,16.89955,16.7092,756,301,4,258,3.05249e+17,"GALAXY",0.09737416,271,51883,472
1.23765e+18,235.9227291,55.2664048,18.84805,17.40747,16.67952,16.27651,16.0186,1345,301,6,537,6.94715e+17,"GALAXY",0.06745292,617,52072,128
1.23765e+18,28.74116404,13.02534836,17.63918,16.31613,15.66151,15.30627,15.01323,1035,301,2,152,4.84163e+17,"GALAXY",0.04434437,430,51877,96
1.23765e+18,193.0088636,0.068485722,19.54446,17.59113,16.7012,16.27882,15.94445,752,301,4,330,3.29984e+17,"GALAXY",0.08375064,293,51689,347
1.23765e+18,204.2916067,66.58865093,19.59098,18.01746,17.43039,17.21757,17.12452,1412,301,4,219,2.75298e+18,"STAR",-0.000332568,2445,54573,559
1.23765e+18,211.566817,-0.64109888,18.83467,16.87045,15.92178,15.46264,15.12855,752,301,2,454,3.40085e+17,"GALAXY",0.08257761,302,51688,230
1.23765e+18,183.700637,-0.349769643,19.51426,18.6796,18.37478,18.27172,18.21093,752,301,3,268,3.64821e+17,"STAR",0.000221888,324,51666,106
1.23765e+18,205.4576422,65.53093681,18.30396,17.38676,17.14202,17.05394,17.08054,1412,301,2,225,3.70994e+18,"STAR",-0.0009712,3295,54924,347
1.23765e+18,202.8732201,66.85738485,18.33036,16.44391,15.67868,15.40286,15.27209,1412,301,4,215,2.75296e+18,"STAR",-8.73e-05,2445,54573,494
1.23765e+18,122.8473827,44.34587104,17.78939,16.80933,16.51361,16.38854,16.37029,1345,301,2,100,9.32039e+18,"STAR",6.78e-05,8278,56990,689
1.23765e+18,147.0191353,60.35937662,19.56683,17.68913,16.75882,16.35055,16.00614,1345,301,5,244,5.10178e+17,"GALAXY",0.0939858,453,51915,527
1.23765e+18,12.00702373,14.48709773,18.55122,17.54255,17.11456,16.89903,16.8186,1035,301,3,43,3.52634e+18,"STAR",-0.000192149,3132,54746,66
1.23765e+18,161.9547497,-0.483262053,17.05778,16.01044,15.69783,15.58869,15.56961,756,301,2,308,2.88122e+18,"STAR",8.16e-06,2559,54208,169
1.23765e+18,184.4761875,-1.179540456,18.16135,16.92731,17.02256,17.10938,17.11699,752,301,1,273,3.75038e+17,"STAR",-8.29e-05,333,52313,413
1.23765e+18,202.2047049,0.049508355,17.75635,16.04258,15.24174,14.87119,14.56691,752,301,4,392,3.35604e+17,"GALAXY",0.04820528,298,51955,313
1.23765e+18,166.1704202,-0.549817212,18.77452,17.63819,16.93555,16.55383,16.30377,756,301,2,336,3.11896e+17,"GALAXY",0.1235702,277,51908,80
1.23765e+18,163.145856,-0.517062808,19.08934,17.37336,16.47905,16.02317,15.66737,756,301,2,316,3.10801e+17,"GALAXY",0.07332443,276,51909,190
1.23765e+18,231.0061038,54.94720837,18.99597,17.96861,17.41213,17.10507,16.92874,1345,301,1,525,3.24602e+18,"GALAXY",0.1418655,2883,54525,184
1.23765e+18,246.9401802,0.343592116,18.81678,17.56023,17.06816,16.71169,16.55222,745,301,4,589,4.0998e+17,"GALAXY",0.07244121,364,52000,555
1.23765e+18,171.5029813,1.082614394,18.25769,17.29416,16.81934,16.52316,16.45302,756,301,6,372,3.15418e+17,"GALAXY",0.07170694,280,51612,605
1.23765e+18,161.5988002,-0.550141164,19.55911,17.67387,16.70643,16.32966,16.03905,756,301,2,306,3.09661e+17,"GALAXY",0.07696021,275,51910,140
1.23765e+18,169.5504215,-0.127567816,18.28935,17.00251,16.81116,16.78335,16.81202,756,301,3,359,3.14159e+17,"STAR",0.000407826,279,51984,119
1.23765e+18,210.3119065,66.33371779,17.81149,16.12421,15.38893,14.99366,14.72986,1350,301,6,435,5.60798e+17,"GALAXY",0.06762283,498,51984,364
1.23765e+18,217.5690335,-0.670588797,19.48598,18.56854,18.28275,18.16727,18.15611,752,301,2,494,4.53643e+18,"STAR",0.00015543,4029,55618,662
1.23765e+18,149.6103358,0.820673662,19.44738,18.25197,17.45022,16.99975,16.69337,756,301,5,226,3.01863e+17,"GALAXY",0.1645564,268,51633,443
1.23765e+18,171.6934789,-1.571645155,18.78454,18.6443,18.31186,18.22631,17.63956,1231,301,6,16,3.67158e+17,"QSO",0.3406637,326,52375,416
1.23765e+18,161.7844557,0.353809664,18.59935,17.24301,16.67841,16.46461,16.35112,756,301,4,307,2.68991e+18,"STAR",7.95e-05,2389,54213,474
1.23765e+18,163.4564527,0.729595308,19.02969,18.01302,17.69163,17.54955,17.52267,756,301,5,318,3.10895e+17,"STAR",0.000289573,276,51909,535
1.23765e+18,161.2333567,0.742624746,19.11165,18.41195,18.56338,18.97072,19.141,756,301,5,303,3.0974e+17,"GALAXY",0.005347809,275,51910,429
1.23765e+18,177.0246986,-1.688688958,18.71334,16.78367,15.82769,15.39686,15.04011,1140,301,5,161,3.70568e+17,"GALAXY",0.09404437,329,52056,535
1.23765e+18,239.3395568,0.79704777,19.45511,18.37275,18.01605,17.81306,17.87426,745,301,5,538,3.8633e+17,"STAR",-0.000269189,343,51692,531
1.23765e+18,195.6352291,0.345150106,18.284,16.33137,15.45633,15.04551,14.73886,745,301,4,246,4.56121e+18,"GALAXY",0.06791998,4051,55337,678
1.23765e+18,181.8280341,-1.798924221,19.21429,17.75102,16.92781,16.4394,16.11217,1140,301,5,193,3.7389e+17,"GALAXY",0.1072644,332,52367,331
1.23765e+18,124.1205909,45.6377537,17.36265,16.12182,15.51242,15.19369,14.9036,1331,301,3,135,4.96583e+17,"GALAXY",0.02262215,441,51868,224
1.23765e+18,171.1348361,1.052447822,19.08878,17.64783,16.78539,16.35158,16.02403,756,301,6,369,3.16478e+17,"GALAXY",0.07360979,281,51614,364
1.23765e+18,222.1655886,0.447783487,18.41705,17.3414,16.8993,16.6444,16.47451,752,301,5,525,3.46917e+17,"GALAXY",0.03457854,308,51662,508
1.23765e+18,177.6345916,-3.47420072,19.08825,17.21729,16.29268,15.86702,15.54954,1140,301,1,165,3.71627e+17,"GALAXY",0.07700762,330,52370,292
1.23765e+18,153.711653,1.083750142,17.50467,16.30947,16.5043,16.66092,16.75198,756,301,6,253,5.65206e+17,"STAR",0.000846444,502,51957,14
1.23765e+18,162.0818097,-0.023903749,18.73351,17.57104,17.19463,17.06478,17.00491,756,301,3,309,2.68982e+18,"STAR",6.24e-05,2389,54213,178
1.23765e+18,196.8291859,0.050389841,19.18364,16.95643,15.93134,15.52509,15.29773,752,301,4,356,8.39486e+18,"STAR",0.000658555,7456,56727,534
1.23765e+18,172.3389213,-0.141064379,17.07801,15.79755,15.91004,16.00337,16.08727,756,301,3,377,3.64018e+18,"STAR",0.000658437,3233,54891,532
1.23765e+18,16.22357425,14.40166651,18.35205,16.92315,16.24911,15.91262,15.65773,1035,301,3,70,4.75216e+17,"GALAXY",0.04077952,422,51811,314
1.23765e+18,161.5826318,-0.528305814,19.03796,17.35102,16.56406,16.19586,15.90696,756,301,2,306,3.09674e+17,"GALAXY",0.03836075,275,51910,188
1.23765e+18,188.7561733,0.115590702,19.12665,17.71632,17.18634,16.96498,16.84687,752,301,4,302,3.25961e+18,"STAR",6.11e-06,2895,54567,462
1.23765e+18,186.004409,-0.908740646,17.2072,15.85744,15.3057,15.07818,14.95983,756,301,1,469,2.88009e+18,"STAR",0.000904314,2558,54140,137
1.23765e+18,197.501608,0.074342034,18.7211,17.1022,16.44853,16.1998,16.03582,752,301,4,360,8.39489e+18,"STAR",8.84e-05,7456,56727,654
1.23765e+18,151.2867018,0.417164113,18.78127,17.70708,17.21636,17.03063,16.91743,756,301,4,237,3.21124e+18,"STAR",4.19e-05,2852,54468,632
1.23765e+18,123.7153557,49.53134841,18.48898,17.36386,16.96595,16.81989,16.76664,1350,301,4,138,4.9553e+17,"STAR",9.51e-06,440,51885,489
1.23765e+18,125.525606,47.32621361,19.12385,17.43347,16.75485,16.47183,16.30997,1345,301,3,123,3.57366e+18,"STAR",9.28e-05,3174,54821,190
1.23765e+18,203.1721911,67.44220481,18.98997,17.65621,17.10843,16.8653,16.77772,1350,301,6,415,2.75297e+18,"STAR",-0.000545137,2445,54573,537
1.23765e+18,221.67183,-0.804042839,18.3779,17.17435,16.64076,16.38787,16.26763,752,301,2,522,3.30345e+18,"STAR",-0.000522098,2934,54626,215
1.23765e+18,208.1447487,1.123683799,18.7825,17.71647,17.3665,17.12307,17.05906,1404,301,6,61,3.37937e+17,"GALAXY",0.08022325,300,51943,607
1.23765e+18,167.1650784,0.284315338,17.35866,15.55573,14.7185,14.3063,13.98958,756,301,4,343,3.13127e+17,"GALAXY",0.02485563,278,51900,462
1.23765e+18,26.53282926,13.23742824,19.51644,18.15129,17.57819,17.33301,17.23414,1035,301,2,137,2.137e+18,"STAR",-0.000245357,1898,53260,137
1.23765e+18,183.6117287,68.35666422,17.55794,16.11225,15.45361,14.93232,14.65752,1350,301,6,366,5.55223e+17,"GALAXY",0.06037728,493,51957,561
1.23765e+18,14.93265984,14.56775713,15.96381,15.35285,14.94376,14.95053,14.65399,1035,301,3,62,4.74066e+17,"STAR",-0.001346009,421,51821,225
1.23765e+18,118.8808487,43.61380615,19.58542,17.95851,17.06153,16.59384,16.28785,1350,301,3,92,4.90926e+17,"GALAXY",0.1061997,436,51883,122
1.23765e+18,163.482815,1.244618308,19.48459,18.33867,17.81548,17.47611,17.34914,756,301,6,318,3.10895e+17,"GALAXY",0.104038,276,51909,534
1.23765e+18,236.9338331,54.42035982,19.55624,18.19258,17.45615,17.03052,16.77278,1345,301,6,544,6.93728e+17,"GALAXY",0.1439188,616,52442,632
1.23765e+18,186.8418011,-3.451572005,19.07044,16.98783,16.03463,15.58589,15.26014,1140,301,1,227,3.76107e+17,"GALAXY",0.08061827,334,51993,204
1.23765e+18,168.1017534,-0.873230337,18.76403,17.20286,16.42393,15.99751,15.67957,756,301,1,349,3.13004e+17,"GALAXY",0.06768384,278,51900,14
1.23765e+18,187.7893198,0.196464267,17.83093,16.88131,16.57057,16.46572,16.41471,752,301,4,295,3.25958e+18,"STAR",0.000371354,2895,54567,350
1.23765e+18,170.4391405,64.70533711,17.5983,16.41463,15.93937,15.57569,15.42362,1302,301,4,335,6.71205e+17,"GALAXY",0.05595297,596,52370,612
1.23765e+18,223.8636583,0.617681914,19.58919,18.56249,18.11215,17.94639,17.88853,752,301,5,536,3.73134e+18,"STAR",-0.000130642,3314,54970,401
1.23765e+18,243.6917748,0.373370719,19.16461,17.81315,17.05624,16.63381,16.3885,745,301,4,567,3.88608e+17,"GALAXY",0.09227547,345,51690,628
1.23765e+18,235.6516587,52.36064586,19.28693,17.62501,16.52313,16.14446,15.77038,1345,301,1,550,6.95874e+17,"GALAXY",0.06795803,618,52049,246
1.23765e+18,232.7211348,-0.733114278,19.47229,17.36867,16.20834,15.70065,15.25981,752,301,2,596,4.51496e+18,"GALAXY",0.1268138,4010,55350,352
1.23765e+18,182.0841781,-0.599622253,19.2947,18.19178,17.63266,17.28852,17.11996,756,301,2,443,3.23217e+17,"GALAXY",0.07848027,287,52023,306
1.23765e+18,191.9082209,0.057496159,18.84526,17.67673,16.85271,16.39018,16.10548,752,301,4,323,3.27658e+17,"GALAXY",0.0931983,291,51928,78
1.23765e+18,163.15046,-0.917234757,18.64009,17.05594,16.25369,15.80932,15.48454,756,301,1,316,3.10807e+17,"GALAXY",0.08434325,276,51909,214
1.23765e+18,205.5393731,64.41358926,19.40707,19.3609,19.15719,19.15096,19.04618,1345,301,5,420,7.67993e+18,"QSO",0.9509708,6821,56396,600
1.23765e+18,219.6611664,0.569298323,19.47595,18.6116,18.52926,18.76056,18.28581,752,301,5,508,3.4578e+17,"STAR",-0.000385041,307,51663,468
1.23765e+18,152.1303971,0.356628955,18.22671,16.97756,16.593,16.38558,16.25319,756,301,4,242,3.0409e+17,"GALAXY",0.03297864,270,51909,354
1.23765e+18,162.9378356,-0.437971261,19.08509,17.32444,16.4037,15.94173,15.59604,756,301,2,315,3.1081e+17,"GALAXY",0.07265735,276,51909,225
1.23765e+18,170.6033538,-0.061278119,19.43401,17.40325,16.46102,15.98958,15.81264,756,301,3,366,3.16464e+17,"GALAXY",0.06371803,281,51614,312
1.23765e+18,171.5426253,-0.934073564,18.84579,17.72358,17.22279,17.05134,16.96743,756,301,1,372,3.64009e+18,"STAR",0.000742842,3233,54891,192
1.23765e+18,184.0853311,0.112110022,18.83307,17.51785,16.94273,16.71418,16.60521,752,301,4,271,3.72238e+18,"STAR",0.000622774,3306,54922,547
1.23765e+18,210.3521493,66.37069243,19.39752,17.8737,17.17248,16.86849,16.729,1350,301,6,435,3.71001e+18,"STAR",-0.000461357,3295,54924,608
1.23765e+18,170.172798,-0.61392533,18.68034,17.63359,17.17096,16.83735,16.71814,756,301,2,363,3.14132e+17,"GALAXY",0.0876972,279,51984,21
1.23765e+18,256.751935,59.17814472,18.91532,18.72939,18.71886,18.50026,18.49239,1336,301,2,49,3.97508e+17,"QSO",1.833822,353,51703,237
1.23765e+18,221.7743555,0.585563069,19.04896,17.62684,16.84383,16.4579,16.17873,752,301,5,522,3.46911e+17,"GALAXY",0.0957781,308,51662,485
1.23765e+18,171.9790829,67.95955974,19.3812,18.07942,17.56063,17.36375,17.28465,1350,301,6,337,3.21793e+18,"STAR",-0.000473491,2858,54498,409
1.23765e+18,198.5359088,-0.44110432,16.93318,15.45979,14.76197,14.36404,14.08373,1334,301,2,13,3.32186e+17,"GALAXY",0.03934706,295,51985,167
1.23765e+18,171.434102,-1.52986523,18.48344,17.4457,17.12205,16.85737,16.74147,1231,301,6,15,3.67146e+17,"GALAXY",0.06346171,326,52375,373
1.23765e+18,230.0772096,61.10266363,19.1245,19.14357,19.22583,19.09907,18.95727,1412,301,6,303,6.90332e+17,"QSO",1.943095,613,52345,566
1.23765e+18,192.8795225,-1.677830591,19.04227,17.56344,16.79336,16.39739,16.117,1140,301,5,267,3.79574e+17,"GALAXY",0.08532298,337,51997,530
1.23765e+18,208.3366807,0.29897472,19.40449,18.45142,18.23395,18.13784,18.17612,1404,301,4,63,3.38995e+17,"STAR",0.000380197,301,51942,359
1.23765e+18,191.968446,0.012496101,19.56909,17.6779,16.70402,16.2611,15.9084,752,301,4,323,3.27647e+17,"GALAXY",0.09391362,291,51928,37
1.23765e+18,61.9791177,-4.310702469,18.44314,17.43054,17.02126,16.85003,16.80639,1045,301,6,188,3.55461e+18,"STAR",-0.000629443,3157,54802,524
1.23765e+18,151.0876028,1.200851893,19.3038,18.36229,17.98717,17.82884,17.75356,756,301,6,235,3.55109e+18,"STAR",0.000947285,3154,54821,15
1.23765e+18,222.2676231,0.627672056,17.43897,16.26901,16.20808,16.25376,16.29207,752,301,5,526,3.27539e+18,"STAR",-0.000858878,2909,54653,532
1.23765e+18,166.0672382,-0.202909237,19.36532,18.01295,17.40448,17.07568,16.82628,756,301,3,336,3.11894e+17,"GALAXY",0.08379089,277,51908,72
1.23765e+18,197.4219182,0.010353699,18.95958,17.46452,16.70924,16.32806,16.07051,752,301,4,360,3.31168e+17,"GALAXY",0.09509806,294,51986,558
1.23765e+18,168.0546726,-0.569448947,18.31569,17.45015,17.13064,16.9965,16.95776,756,301,2,349,4.32011e+18,"STAR",0.000573438,3837,55572,103
1.23765e+18,29.27525234,12.95984014,18.53995,16.59884,15.63533,15.16771,14.83766,1035,301,2,155,4.84151e+17,"GALAXY",0.07472619,430,51877,52
1.23765e+18,187.8533613,-0.359687683,18.15179,17.08702,16.69093,16.58032,16.54183,752,301,3,296,3.28771e+18,"STAR",0.000223065,2920,54562,317
1.23765e+18,170.8637959,67.81161366,19.3978,18.23993,17.52852,17.13585,16.82073,1350,301,6,334,5.52939e+17,"GALAXY",0.1318852,491,51942,446
1.23765e+18,229.0612613,-0.819693576,19.36294,17.17253,15.99573,15.45364,15.00738,752,301,2,571,3.51341e+17,"GALAXY",0.1173865,312,51689,218
1.23765e+18,160.9218449,0.776895227,18.7626,17.19066,16.54983,16.30696,16.17066,756,301,5,301,2.68987e+18,"STAR",0.000209968,2389,54213,339
1.23765e+18,221.6907956,-0.789032723,19.55703,18.55324,18.20629,18.05135,18.01414,752,301,2,522,3.30345e+18,"STAR",-0.000135722,2934,54626,202
1.23765e+18,147.0216488,0.754459846,17.86546,15.69004,14.62792,14.13005,13.7438,756,301,5,208,2.9966e+17,"GALAXY",0.06200635,266,51630,619
1.23765e+18,153.6763907,0.240304342,19.51498,17.71908,16.7505,16.2527,15.82526,756,301,4,253,3.04157e+17,"GALAXY",0.09596653,270,51909,598
1.23765e+18,202.7364215,1.093318154,18.78176,17.50216,16.93353,16.52683,16.30434,1404,301,6,25,3.35621e+17,"GALAXY",0.08135206,298,51955,373
1.23765e+18,172.8484569,-0.19345402,17.14456,15.50085,14.951,14.77969,14.72314,756,301,3,381,3.22241e+18,"STAR",0.00012979,2862,54471,313
1.23765e+18,188.8535092,-1.167201351,19.47626,17.20146,16.24076,15.89137,15.67534,752,301,1,302,3.28766e+18,"STAR",8.62e-05,2920,54562,122
1.23765e+18,174.0966742,-0.467427187,18.50917,17.07857,16.56434,16.37294,16.31656,756,301,2,389,3.23926e+18,"STAR",-3.27e-05,2877,54523,159
1.23765e+18,127.4613989,48.37432309,18.17517,16.7994,16.15393,15.7919,15.50882,1331,301,3,159,4.98801e+17,"GALAXY",0.05463419,443,51873,100
1.23765e+18,180.5917133,-1.453312869,18.28704,16.8539,16.28395,15.95262,15.71779,1231,301,6,76,3.7282e+17,"GALAXY",0.0205009,331,52368,536
1.23765e+18,196.8799845,68.03711247,17.61697,16.61245,16.24511,16.10209,16.07652,1350,301,6,399,5.5749e+17,"STAR",-0.000344404,495,51988,616
1.23765e+18,176.3237932,-0.106042989,19.56614,18.29422,17.56224,17.15474,16.94712,756,301,3,404,3.18765e+17,"GALAXY",0.1565467,283,51959,492
1.23765e+18,203.9541375,64.41908589,16.8699,16.03633,15.72373,15.60175,15.54691,1345,301,5,416,6.80135e+17,"STAR",-0.000713266,604,52079,334
1.23765e+18,184.1835442,0.971832314,18.43665,17.53825,17.276,17.16946,17.08344,752,301,6,271,3.72239e+18,"STAR",0.000184223,3306,54922,606
1.23765e+18,174.0759871,-0.889617032,18.31646,17.17831,16.72776,16.45679,16.27505,756,301,1,389,3.1753e+17,"GALAXY",0.04642929,282,51658,97
1.23765e+18,200.8322634,66.19090138,16.77073,15.74973,15.56109,15.49393,15.5322,1412,301,2,211,2.7529e+18,"STAR",9.98e-05,2445,54573,276
1.23765e+18,254.9877784,60.44181512,18.89627,17.64877,16.97312,16.60242,16.28221,1336,301,1,39,3.95259e+17,"GALAXY",0.06830528,351,51695,247
1.23765e+18,62.39637542,-4.291972765,18.94256,17.82281,17.36897,17.03601,16.86235,1045,301,6,190,5.23697e+17,"GALAXY",0.0720022,465,51910,558
1.23765e+18,209.7030577,63.61420442,18.82219,18.52162,18.70207,18.54922,18.47326,1345,301,5,434,6.81279e+17,"QSO",0.5021756,605,52353,397
1.23765e+18,144.6682644,0.646180438,19.25157,17.19157,16.19525,15.74163,15.38346,756,301,5,193,5.36083e+17,"GALAXY",0.06199878,476,52314,562
1.23765e+18,162.3337182,-1.001236825,18.45831,17.09308,16.55146,16.36101,16.27274,756,301,1,311,2.8812e+18,"STAR",0.00038865,2559,54208,90
1.23765e+18,130.6731257,51.83135364,18.32993,17.17534,16.78328,16.47807,16.35515,1345,301,4,161,5.03351e+17,"GALAXY",0.05617719,447,51877,268
1.23765e+18,203.2418941,67.4370396,19.59283,18.29679,17.50433,17.11983,16.80112,1350,301,6,415,5.58612e+17,"GALAXY",0.1557907,496,51988,602
1.23765e+18,149.2280903,0.837840908,19.40387,18.14967,17.26823,16.77757,16.49743,756,301,5,223,3.01854e+17,"GALAXY",0.1735455,268,51633,409
1.23765e+18,190.1373754,67.80300906,19.55759,19.25927,19.19958,18.94177,18.90859,1412,301,4,182,5.56355e+17,"QSO",1.700014,494,51915,585
1.23765e+18,162.9797498,-0.893744848,19.30481,18.2557,17.84356,17.56442,17.36537,756,301,1,315,3.10804e+17,"GALAXY",0.0485734,276,51909,204
1.23765e+18,59.42089637,-4.627037471,18.02592,16.5476,15.96557,15.77064,15.67873,1045,301,6,170,8.16637e+18,"STAR",-0.000256657,7253,56598,798
1.23765e+18,245.974003,0.788606679,19.06604,17.85081,17.83905,17.89394,17.98171,745,301,5,583,4.0993e+17,"STAR",0.000176935,364,52000,374
1.23765e+18,159.767111,-0.129885959,18.83499,17.67422,17.21462,17.0269,16.96924,756,301,3,293,3.08561e+17,"STAR",0.00023589,274,51913,236
1.23765e+18,184.5443772,-0.24844444,19.23729,18.03566,17.51354,17.27137,17.14697,752,301,3,274,3.72239e+18,"STAR",0.000952722,3306,54922,587
1.23765e+18,12.34346676,14.64628665,18.39363,16.78923,16.16103,15.93085,15.79342,1035,301,3,45,2.13472e+18,"STAR",-4.43e-05,1896,53242,33
1.23765e+18,221.4505565,-0.687502768,16.18371,14.89835,14.43352,14.27647,14.20581,752,301,2,520,3.27531e+18,"STAR",3.5e-05,2909,54653,246
1.23765e+18,125.4662052,47.33540842,19.15095,17.80657,17.05128,16.63883,16.29992,1345,301,3,123,4.96651e+17,"GALAXY",0.1287123,441,51868,468
1.23765e+18,182.4697006,-0.547477777,19.08678,17.23928,16.40299,16.01518,15.70262,756,301,2,445,3.22027e+17,"GALAXY",0.05047749,286,51999,70
1.23765e+18,178.1748087,-3.366453023,17.73028,17.03731,16.76942,16.40947,16.38904,1140,301,1,169,3.71603e+17,"GALAXY",0.1077885,330,52370,204
1.23765e+18,181.4066605,-1.017241005,17.77664,16.16791,15.59226,15.40551,15.33608,756,301,1,438,3.25613e+18,"STAR",4.53e-05,2892,54552,87
1.23765e+18,239.5432297,-0.087878066,17.27711,15.93447,15.978,16.05394,16.06975,745,301,3,540,3.86227e+17,"STAR",0.000163704,343,51692,156
1.23765e+18,249.1122884,-0.628319368,19.48822,17.8001,16.84131,16.39425,16.01081,752,301,2,705,3.91854e+17,"GALAXY",0.09990741,348,51671,148
1.23765e+18,168.1071965,-0.850439076,18.78107,18.6744,18.59999,18.36688,18.38834,756,301,1,349,3.13004e+17,"QSO",1.821192,278,51900,13
1.23765e+18,187.8749281,-1.622308607,19.30247,18.00535,17.18029,16.74462,16.40088,1231,301,6,124,3.76219e+17,"GALAXY",0.1406393,334,51993,612
1.23765e+18,148.7858019,0.313026527,17.58855,16.64127,16.26081,16.10186,16.03844,756,301,4,220,3.21117e+18,"STAR",-9e-05,2852,54468,358
1.23765e+18,133.9302613,0.485694899,18.65269,18.41859,18.20868,17.94562,17.9617,1239,301,5,91,5.26952e+17,"QSO",1.523872,468,51912,111
1.23765e+18,156.4787921,62.47847987,19.33036,18.10471,17.48,17.11676,16.94742,1302,301,4,291,8.69324e+17,"GALAXY",0.1381955,772,52375,470
1.23765e+18,167.8240388,0.309128953,19.01166,18.93485,18.91153,18.81732,18.68516,756,301,4,347,3.13152e+17,"QSO",1.428272,278,51900,554
1.23765e+18,240.6868947,52.30005832,18.81605,17.53276,17.00359,16.80502,16.72502,1345,301,6,565,2.45004e+18,"STAR",-0.000734524,2176,54243,311
1.23765e+18,131.1757906,51.67967486,19.52,18.46195,18.11317,18.02245,17.99046,1345,301,3,161,8.21126e+18,"STAR",-5.64e-05,7293,56741,259
1.23765e+18,230.9462834,-0.639730182,17.52863,16.09976,15.29003,14.85754,14.50794,752,301,2,584,3.52469e+17,"GALAXY",0.03737487,313,51673,227
1.23765e+18,181.520135,-3.440410875,17.44975,16.4934,16.11178,15.94161,15.89226,1140,301,1,191,3.72674e+17,"STAR",-0.000157464,331,52368,5
1.23765e+18,162.4896654,-0.563262537,18.65056,17.22528,16.62856,16.41418,16.30919,756,301,2,312,2.68982e+18,"STAR",0.000128778,2389,54213,149
1.23765e+18,226.8484017,58.96606125,19.36178,18.21479,17.70298,17.33684,17.21191,1345,301,5,496,6.8696e+17,"GALAXY",0.07396302,610,52056,586
1.23765e+18,130.7700443,51.24763888,19.33009,17.37091,16.36515,15.91382,15.5328,1345,301,3,158,5.01183e+17,"GALAXY",0.09811771,445,51873,573
1.23765e+18,189.3786902,-1.729929309,18.65555,16.69303,15.73564,15.29397,14.9326,1140,301,5,243,3.77291e+17,"GALAXY",0.08093574,335,52000,417
1.23765e+18,169.15749,-0.87301136,18.16316,16.88088,16.2274,15.87955,15.63534,756,301,1,356,3.1415e+17,"GALAXY",0.07517696,279,51984,87
1.23765e+18,159.1414494,1.200267668,19.2476,18.34574,17.96171,17.82307,17.74588,756,301,6,289,4.31578e+18,"STAR",0.000156118,3833,55290,746
1.23765e+18,193.9160568,-3.514722573,15.1585,15.92086,16.26638,16.03305,15.61474,1140,301,1,274,3.79429e+17,"GALAXY",0.4349866,337,51997,1
1.23765e+18,57.56012019,-4.850617343,19.44764,17.48575,16.52393,16.0135,15.60751,1045,301,6,158,5.21413e+17,"GALAXY",0.06713808,463,51908,443
1.23765e+18,245.1061056,-0.760228917,19.32653,17.97773,18.082,18.19015,18.24074,752,301,2,678,3.89577e+17,"STAR",-0.000243386,346,51693,55
1.23765e+18,198.3884411,-0.171246231,18.6179,17.30248,16.77766,16.57226,16.47098,1334,301,3,12,8.39476e+18,"STAR",-0.000200088,7456,56727,200
1.23765e+18,188.7046658,-1.076598818,19.54626,17.49681,16.51568,16.06805,15.72601,752,301,1,301,3.26567e+17,"GALAXY",0.09154467,290,51941,205
1.23765e+18,152.4750461,1.237746672,19.14366,18.99463,18.76132,18.79061,18.78836,756,301,6,245,5.65261e+17,"QSO",1.042593,502,51957,215
1.23765e+18,151.5576294,0.368917338,19.45897,18.04253,17.38645,16.96939,16.61996,756,301,4,239,3.03005e+17,"GALAXY",0.04568858,269,51910,503
1.23765e+18,174.153341,-0.074014923,18.1782,16.67798,16.07296,15.8332,15.714,756,301,3,390,3.23926e+18,"STAR",0.000569121,2877,54523,156
1.23765e+18,243.8006274,0.813460092,18.98141,17.65929,17.21067,17.04889,17.00209,745,301,5,568,3.89661e+17,"STAR",-7.84e-05,346,51693,362
1.23765e+18,188.331072,-0.213458568,18.07181,16.84284,16.43521,16.2898,16.22386,752,301,3,299,3.28769e+18,"STAR",0.000111124,2920,54562,238
1.23765e+18,134.9746353,54.49932536,18.97496,17.74271,17.21593,16.90217,16.84168,1345,301,4,186,5.05684e+17,"GALAXY",0.03853632,449,51900,563
1.23765e+18,132.6666128,0.569998906,18.59566,17.30284,16.82695,16.52336,16.33321,1239,301,5,82,5.26998e+17,"GALAXY",0.04506793,468,51912,280
1.23765e+18,222.4418208,0.613423199,19.06321,17.69734,17.16108,16.98235,16.8865,752,301,5,527,3.27539e+18,"STAR",-2.63e-05,2909,54653,528
1.23765e+18,157.7899943,0.326704473,18.77184,17.51899,17.32603,17.24935,17.22758,756,301,4,280,3.07487e+17,"STAR",0.000441906,273,51957,424
1.23765e+18,230.3346414,55.11939042,19.24897,17.88578,17.11852,16.67262,16.41,1345,301,1,522,3.24605e+18,"GALAXY",0.09975454,2883,54525,280
1.23765e+18,173.5388053,-1.595121297,16.52193,14.98601,14.27342,13.87628,13.54209,1231,301,6,29,3.68296e+17,"GALAXY",0.02256087,327,52294,460
1.23765e+18,256.6569927,59.48524537,19.55477,18.08257,17.40914,16.99085,16.7266,1336,301,2,47,3.97573e+17,"GALAXY",0.07949669,353,51703,475
1.23765e+18,142.7175004,0.427717014,19.48983,18.25607,17.82011,17.65246,17.62684,1239,301,5,149,8.39158e+18,"STAR",0.000147572,7453,56749,893
1.23765e+18,173.2867457,-1.534329207,18.39532,16.91397,16.212,15.79586,15.47902,1231,301,6,27,3.68283e+17,"GALAXY",0.1048209,327,52294,415
