"","year_harvest","yield_anomaly","NUMD","IRR","ETP_1","ETP_2","ETP_3","ETP_4","ETP_5","ETP_6","ETP_7","ETP_8","ETP_9","PR_1","PR_2","PR_3","PR_4","PR_5","PR_6","PR_7","PR_8","PR_9","RV_1","RV_2","RV_3","RV_4","RV_5","RV_6","RV_7","RV_8","RV_9","SeqPR_1","SeqPR_2","SeqPR_3","SeqPR_4","SeqPR_5","SeqPR_6","SeqPR_7","SeqPR_8","SeqPR_9","Tn_1","Tn_2","Tn_3","Tn_4","Tn_5","Tn_6","Tn_7","Tn_8","Tn_9","Tx_1","Tx_2","Tx_3","Tx_4","Tx_5","Tx_6","Tx_7","Tx_8","Tx_9"
"4821",35,0.110269882141733,89,4,0.778847,1.14768,1.86479,2.09965,3.33616,4.82274,4.89942,4.42464,2.26253,0.0394193,0.623267,0.711557,6.45009,3.37423,1.16557,0.953295,1.8842,7.72619,82.4614,115.786,154.358,153.857,223.851,281.057,277.94,248.927,155.149,0.0227001,0.150132,0.182796,0.488272,0.434886,0.19321,0.169056,0.180406,0.426543,0.606812,-1.05714,2.10529,6.7295,10.7878,14.6314,15.1653,16.3269,11.2354,10.1557,9.31713,12.6935,16.0523,20.6279,24.7426,25.7243,28.9477,21.3204
"2044",57,-0.7789679435392,37,3,0.54799,0.78115,1.62492,2.76823,3.40093,4.51894,4.84322,3.86375,2.352,2.05126,3.81392,2.35302,2.90396,0.963618,2.47542,1.64276,2.03018,2.24046,64.5983,90.1013,136.444,206.104,222.376,262.764,263.359,226.118,168.939,0.491461,0.457633,0.539848,0.328758,0.33365,0.346078,0.218533,0.26945,0.33268,1.29371,0.439122,4.97445,7.31624,11.1437,15.5391,17.5101,15.616,11.2459,7.69412,6.31598,11.6457,16.7101,18.9082,24.7446,26.7728,24.9529,19.8489
"693",28,-0.0293683145829835,13,5,1.09872,1.06582,1.82193,2.24434,3.9257,4.88156,5.8551,4.69097,3.04156,4.34052,3.19897,0.719569,3.51558,0.211775,0.895575,0.0877311,2.30087,3.17771,62.589,85.2593,139.905,145.879,234.557,268.368,294.218,254.915,183.232,0.269473,0.425958,0.185681,0.364228,0.125492,0.139837,0.0255704,0.112903,0.206098,2.27847,-0.0092495,4.53344,6.68865,13.323,15.4933,18.1416,17.1569,14.6866,9.02215,7.18189,14.0155,14.1375,22.7554,24.721,28.2492,28.083,24.7596
"4715",42,1.93897036730879,87,4,0.578116,0.826126,1.47956,1.91949,3.1967,4.24801,2.953,3.31755,2.05069,0.667539,2.20829,1.18983,3.64425,2.67112,0.911646,5.22903,1.9713,1.68017,42.4403,55.7525,105.343,123.622,186.15,236.125,170.516,191.814,121,0.290323,0.715517,0.322581,0.641667,0.66129,0.158333,0.596774,0.298387,0.416667,2.76104,4.61425,5.31155,7.30612,12.7156,14.767,14.4522,15.8905,13.2205,6.55604,10.4645,12.4207,14.8335,20.5094,23.063,21.6479,25.4987,21.3044
"2523",33,-0.293181127087504,47,1,0.441669,0.514166,1.26544,2.25743,3.42555,2.87788,3.45519,3.69689,2.10492,2.58047,1.49969,1.54561,1.90972,0.980811,2.30524,0.832863,0.439162,2.91918,40.2727,61.6149,107.147,178.716,233.715,194.519,213.152,223.093,145.178,0.517335,0.34012,0.406693,0.525857,0.271329,0.720561,0.351824,0.178475,0.396573,2.50592,-1.38983,6.10195,4.70071,8.35986,10.5116,13.7697,13.9198,12.5685,6.50883,5.08263,12.2252,13.039,15.8976,17.0348,22.1806,24.4768,22.2692
"2028",41,0.59931918220887,37,3,0.445953,0.701312,1.42004,2.00905,2.38114,3.58608,3.90774,3.07095,2.25449,2.77819,1.57363,1.63421,3.06973,3.64394,1.10426,2.01153,1.55651,2.38432,61.8292,80.666,129.46,160.394,163.507,230.38,234.797,192.831,153.703,0.524984,0.610644,0.351992,0.739869,0.483238,0.398366,0.330487,0.398166,0.436928,1.61349,2.01997,4.16429,6.59006,12.2861,13.5311,15.9481,16.0332,13.2181,9.36815,7.68191,12.8927,15.3816,20.0509,22.1779,25.794,25.9096,24.2857
"1514",33,0.971855787796612,28,3,0.574326,0.704218,1.39909,2.46809,3.38702,2.98011,3.8342,3.83692,2.30916,1.52944,0.695779,2.03451,1.32227,0.708767,2.46556,1.84673,1.20659,2.20642,48.9392,77.488,100.363,188.679,226.4,186.163,223.511,225.076,144.489,0.313978,0.303571,0.488172,0.422222,0.324731,0.644444,0.288172,0.122581,0.408889,1.8999,-2.51127,6.03652,4.15665,7.66531,10.5849,14.8243,14.6445,11.9232,5.75858,3.36492,12.3826,13.8217,15.9027,17.5645,23.6436,25.9102,22.0844
"1070",17,2.04002020422589,20,2,0.560153,0.884873,0.961657,2.44966,2.7402,4.08358,5.06525,3.34263,2.23643,1.77029,5.57345,6.80073,3.30814,1.71136,1.32382,0.0378014,3.43987,1.84327,81.9985,108.571,113.048,225.202,225.673,298.916,335.427,238.35,190.356,0.181329,0.37987,0.513196,0.260101,0.48436,0.161111,0.0278592,0.347507,0.304545,4.90886,3.81703,4.4674,6.94086,10.3358,13.4843,17.1977,17.5459,15.7202,10.2164,9.06559,9.43249,12.2924,15.4049,18.2625,22.5036,22.8305,21.6834
"1895",20,0.395962107890914,35,5,0.317476,0.294589,0.81226,1.55759,1.79447,2.63802,2.6023,2.31778,1.53717,2.643,4.08857,4.19968,1.42127,3.55273,2.30663,2.72782,3.14807,1.97379,30.8911,41.274,73.4913,152.752,147.485,199.034,193.189,189.375,143.672,0.554612,0.616541,0.457272,0.492982,0.573854,0.683626,0.42275,0.424448,0.246199,-0.973455,-1.72146,2.24275,3.45189,8.33091,11.0791,12.6255,11.2457,8.69668,2.91352,2.40318,9.25716,11.8631,14.9429,19.1942,21.0351,20.6193,18.7331
"416",33,0.905823379173885,8,3,0.249201,0.505278,1.02648,1.90678,2.60185,3.05793,3.55445,3.46921,2.11072,1.66625,1.57705,4.76541,3.59154,6.31964,2.38847,1.4261,3.07023,3.402,70.3862,92.3358,123.109,185.907,207.223,226.952,241.599,230.882,174.117,0.267097,0.421905,0.573763,0.509778,0.646021,0.559556,0.326021,0.235269,0.435111,-0.64802,-1.32034,4.09489,2.81649,6.16972,10.5791,14.2965,15.7411,12.1342,5.71923,6.034,11.1215,10.9124,12.7526,17.7574,22.7324,25.1122,21.1502
"2540",50,0.550430228188905,47,1,0.58636,1.04862,1.56787,2.46719,2.89273,3.95157,3.78403,3.12106,2.33109,3.49943,1.96292,3.11721,2.64868,3.61287,0.970538,1.6524,1.73295,1.66614,46.5758,94.3864,120.702,179.18,191.106,247.782,220.451,182.694,153.014,0.603557,0.486948,0.570395,0.591277,0.557431,0.220249,0.452216,0.601447,0.477259,4.64568,3.28895,4.15406,5.37332,11.1656,11.9711,13.0664,13.8673,9.23348,9.54588,10.8497,10.6814,13.5638,19.6447,20.0307,21.801,20.7887,18.8339
"678",13,-0.0654083942769708,13,5,0.76445,1.75627,2.14817,2.30565,2.82209,4.70939,5.11285,4.55966,2.87154,2.00312,0.712373,2.20776,3.08646,2.41853,0.929316,0.595275,0.625268,1.40407,60.8799,121.006,155.166,153.732,188.367,271.893,288.712,247.086,182.212,0.38631,0.0444251,0.187648,0.289024,0.427223,0.227642,0.139654,0.0826121,0.168293,1.38143,3.25373,1.99694,9.54603,12.6253,15.2019,18.3456,19.1108,14.5222,8.54993,10.6972,10.382,17.6016,20.1481,23.0214,28.4076,28.5886,24.1811
"1132",34,-0.0875348442246606,21,1,0.406792,0.614015,1.07241,2.15028,3.54983,2.97655,3.29245,3.15442,1.72562,0.550957,1.6897,2.24115,1.91866,1.68841,2.61197,1.79207,3.02293,1.87063,59.9551,87.0985,100.134,172.116,238.984,202.525,218.257,204.51,149.224,0.0844402,0.378296,0.506641,0.37598,0.37666,0.498284,0.370019,0.300047,0.260784,-2.52446,-0.817735,2.12922,4.02394,10.0789,11.9698,14.7137,14.5381,9.63673,3.25323,6.92045,10.1044,13.3827,20.2851,20.1752,24.0629,25.8956,19.6105
"544",48,-1.18066578357824,10,3,0.586087,1.15844,1.74368,3.08097,4.01906,5.31505,5.27699,4.7694,2.8025,5.08961,0.500154,3.05269,0.624048,1.09484,0.88007,0.76332,1.66216,2.72379,66.7092,114.815,133.223,209.788,245.83,287.578,276.352,240.331,164.578,0.491113,0.299198,0.484529,0.242517,0.319618,0.251701,0.319618,0.321593,0.377551,2.20454,1.85266,5.49047,8.19127,11.6844,15.8881,19.9385,15.6458,15.4032,7.03594,8.44634,13.1128,16.7324,19.9601,24.956,30.4339,24.3164,23.464
"1258",53,1.32429916410492,23,1,0.32921,0.712776,1.42104,3.08769,3.86844,4.02584,3.88641,3.40679,2.55024,0.869504,1.46439,1.1005,0.745783,1.91106,1.66294,3.17834,3.38993,1.29211,68.1999,99.866,154.095,242.845,279.167,274.507,257.889,232.382,190.503,0.287868,0.514363,0.350631,0.183333,0.290323,0.448188,0.44986,0.476858,0.457971,-0.219235,0.909673,2.72224,6.53466,9.30825,11.178,12.0282,13.7174,11.255,5.36297,8.81208,11.6788,18.3646,20.2227,20.0838,20.3248,23.2976,21.8319
"4609",32,-1.47510619545778,85,4,0.513974,1.07975,2.10722,2.24746,3.62691,3.44037,4.94975,4.27753,2.73545,1.11334,3.56877,0.436426,1.89171,3.18476,1.35453,0.477949,1.79831,0.67125,55.8233,82.6898,165.546,163.421,233.876,215.658,282.155,246.774,177.095,0.246385,0.504926,0.0884316,0.57069,0.473304,0.317816,0.119021,0.17297,0.218966,1.67655,6.51202,4.05318,6.36886,12.5712,13.6284,16.6039,15.7697,12.4065,9.06417,14.302,16.1489,14.8417,23.2874,22.7901,28.9774,29.2578,24.6803
"4233",45,0.252717932553588,78,3,0.459458,0.718984,1.75955,2.68343,2.76111,3.83251,3.71653,4.17259,2.4506,2.3763,1.43002,0.948543,0.96593,2.52849,1.84419,2.5068,0.807318,1.05333,42.7901,73.6959,135.67,177.489,184.324,222.674,214.797,230.292,153.401,0.628374,0.463921,0.316656,0.311224,0.4842,0.257823,0.293943,0.134299,0.24966,0.392558,0.989096,4.89583,6.22115,9.81516,15.6375,15.6579,17.6564,11.0116,5.30513,7.17072,15.183,16.5091,18.4491,25.1591,24.6864,29.4069,22.4825
"1673",26,-0.555255277926497,31,2,0.701405,0.794053,1.37625,3.08973,2.23166,3.75758,3.86833,3.09578,2.1178,7.36827,3.25817,3.59275,0.345776,3.07859,0.592408,0.916759,1.927,2.94721,31.472,63.9026,106.073,219.646,144.095,233.657,230.538,185.766,129.176,0.908901,0.583014,0.373357,0.0648148,0.442951,0.327469,0.287037,0.428315,0.575,4.56329,3.29343,3.55471,5.59335,7.23581,10.9069,13.3605,13.8068,11.4565,8.95399,7.77107,8.85678,15.6864,12.53,18.2153,21.531,21.1544,16.7899
"1964",34,1.5268167053655,36,3,0.48859,0.955261,1.52685,2.72669,3.7714,3.66086,4.81029,4.53868,2.90978,3.39761,0.813838,1.22171,3.90312,0.759956,2.17242,1.1079,0.666919,2.42588,81.0363,122.347,153.387,206.364,269.309,258.019,307.741,278.447,213.102,0.283441,0.188046,0.248602,0.458667,0.15957,0.44,0.346237,0.19871,0.232444,3.05232,2.78508,5.06704,7.31116,12.1284,13.2108,17.106,18.9818,14.631,9.65167,10.3999,12.4201,14.3228,20.1221,20.0428,24.8062,27.7734,23.3036
"3944",41,0.722933303549559,73,2,0.377482,0.465732,1.29412,1.68347,2.44477,3.29275,3.35923,2.75188,1.94231,2.95241,4.31653,1.65037,2.67573,3.74837,1.84381,2.90173,2.86429,3.20965,52.1833,64.5572,130.199,151.006,186.882,236.903,226.035,194.709,144.429,0.483871,0.723577,0.348282,0.74065,0.557042,0.445528,0.463939,0.581694,0.501355,0.0696723,-1.56134,1.90748,3.93266,10.157,9.43709,13.4956,12.9522,11.1831,6.14707,3.27483,10.226,11.6665,18.0365,18.4487,22.2368,22.23,20.5247
"204",33,1.274860624727,4,3,0.336885,0.602129,1.11778,2.12399,2.95646,3.8699,4.91011,4.11177,2.12916,0.91095,1.97501,3.48691,1.26497,1.23953,1.85551,1.10331,1.01788,7.30676,80.5033,103.661,122.78,211.186,246.802,271.447,299.164,265.409,173.134,0.127566,0.303247,0.361584,0.323939,0.409091,0.291515,0.153959,0.197067,0.454545,-3.02107,-5.42429,1.66083,0.0540203,3.55162,8.9582,13.3567,13.0619,10.0119,4.5331,3.48673,10.0705,10.0389,12.8783,18.2962,24.7013,25.1322,19.7647
"2738",20,-0.423234469898241,51,2,0.302244,0.33367,0.813378,1.29868,1.98293,2.72864,2.98123,2.72689,1.94211,4.91735,6.48546,6.16484,2.55553,4.0652,3.47058,3.65009,3.99347,2.3683,37.9991,47.1154,87.5124,137.423,163.975,203.11,209.383,209.914,169.38,0.563919,0.665785,0.546794,0.48642,0.549184,0.56214,0.44763,0.317802,0.286831,-1.02849,-0.652953,2.08903,3.09212,8.07074,10.7612,12.7103,11.6313,9.30758,2.26229,4.14981,8.32379,9.76132,14.0481,18.1843,20.087,19.8521,17.9341
"1774",13,-0.0636771955888986,33,4,0.460164,0.639062,1.07274,1.73493,1.91227,2.73456,3.85951,3.0612,2.24352,3.97228,3.34312,2.58029,2.52091,3.92729,3.1778,1.84222,2.22273,1.72226,52.1996,81.9982,123.428,142.903,141.746,185.303,242.654,200.874,176.495,0.547755,0.398109,0.383302,0.419935,0.704617,0.475163,0.375395,0.438963,0.190196,2.54504,1.24923,0.429886,7.82398,10.9472,12.2701,16.4527,15.4627,11.7586,9.51028,8.27592,7.76181,16.5268,17.9315,19.7754,26.3863,24.2868,22.1455
"1573",35,-0.461131949069346,29,2,0.51548,0.603778,1.50813,1.90129,2.57589,3.52544,3.07485,3.0985,1.59601,2.60489,0.523007,0.125866,3.12865,2.60893,2.77331,2.2427,0.275532,3.51412,36.2429,58.501,125.073,133.422,170.737,215.094,179.122,193.114,105.479,0.597125,0.196429,0.0192847,0.628261,0.581346,0.392754,0.674965,0.266129,0.636232,3.83874,0.714593,2.48597,6.69006,9.54885,11.9217,12.0256,10.7318,9.63573,8.53157,4.5563,10.5835,13.9219,16.7389,19.7943,19.7298,20.9958,16.9378
"2134",45,-2.19682847273072,39,1,0.196948,0.647242,1.43507,2.34857,2.7311,3.80479,3.79096,3.81588,2.092,3.38407,1.197,1.34745,1.85123,1.83154,1.57975,1.9068,1.20329,0.820461,40.7924,93.3504,143.102,194.782,208.427,247.419,240.659,227.689,164.231,0.606953,0.216713,0.231131,0.3411,0.451926,0.459547,0.408707,0.256499,0.277994,-2.3062,-2.72924,2.37449,4.39003,9.90541,15.3967,14.9637,16.6247,9.47842,2.56888,4.76218,14.0702,15.5406,18.4058,26.2205,25.129,30.3029,21.4423
"2592",45,1.12972401336537,48,2,0.442121,0.84061,1.73454,2.80429,3.1365,4.03832,4.20955,4.04189,2.37349,2.57899,1.79173,0.883151,2.2958,2.99672,2.10981,1.47494,0.65947,1.60767,50.719,92.5042,147.954,204.583,210.819,236.727,248.246,223.57,160.372,0.568777,0.397574,0.115642,0.307233,0.572428,0.35,0.283628,0.214851,0.273585,-0.1423,0.147622,3.9496,5.80599,10.0785,16.6156,15.7227,17.5676,10.4374,5.05489,7.12258,15.6692,16.766,18.6466,26.4643,25.9015,31.2561,22.5027
"3676",48,-1.01130983903703,68,2,0.282466,0.472301,1.22257,2.31552,2.65322,4.40914,4.53496,2.97868,2.06971,1.61822,3.08377,4.97372,1.72406,2.67327,1.15419,0.842571,3.59463,3.23062,53.6693,69.5867,125.112,202.01,197.695,286.38,266.911,202.379,145.77,0.318661,0.4002,0.641242,0.375389,0.546277,0.316199,0.295749,0.68978,0.436137,-0.722461,-0.477087,2.15064,4.72347,9.59403,13.3798,18.2592,12.347,13.4069,4.49782,3.93014,9.23938,14.0583,17.3394,23.6979,29.4868,20.1193,22.7095
"4667",42,1.29616957531091,86,2,0.456687,0.790469,1.45202,1.94144,3.05066,4.3116,2.92506,3.18131,2.07794,0.845879,2.35232,1.2923,3.40309,2.85622,1.35203,4.04635,1.44135,1.8634,45.4197,64.6188,118.1,142.425,191.346,253.135,179.673,189.657,126.906,0.26186,0.742393,0.362429,0.717647,0.645161,0.337255,0.629981,0.375712,0.266667,1.92766,3.47578,3.75682,5.78084,11.0727,12.6705,12.9215,14.2589,11.7646,5.77021,9.35768,11.2565,13.5905,18.6147,21.4604,20.5226,24.3469,20.7018
"328",54,-0.00932322907405059,6,2,0.532837,1.32748,2.55326,2.05733,3.63202,4.66857,4.89373,4.58436,2.62129,0.787344,0.0781003,0.994931,6.13424,3.93915,1.70526,2.55981,2.18616,4.43527,75.7562,135.622,199.577,166.46,247.605,288.008,293.009,263.627,177.841,0.371334,0.088558,0.205645,0.622348,0.406525,0.307576,0.327713,0.399927,0.430682,1.14725,-4.22804,4.51992,5.34188,10.1682,14.0817,14.5702,16.0049,11.7725,6.78961,2.79382,14.8663,12.2782,18.4995,22.6272,24.2443,26.7944,20.1037
"1786",25,0.88446489424587,33,4,0.50467,0.582377,1.29638,1.83893,2.28972,3.47339,4.00215,2.89415,2.44737,0.670018,2.39954,1.82046,2.24774,2.0831,1.56366,1.25681,3.64034,1.50474,65.6239,77.1464,123.538,152.292,175.573,226.654,246.025,192.146,178.873,0.31499,0.493697,0.318153,0.42451,0.508539,0.252614,0.241619,0.503795,0.179739,1.13084,0.970341,3.85161,5.69082,8.57607,13.6943,17.6919,15.3693,12.3656,9.3086,7.7504,12.299,15.7455,17.2686,23.2902,27.8754,24.4127,23.6242
"2759",41,1.02866335085347,51,2,0.388701,0.46321,1.17058,1.74256,2.63811,3.4757,3.874,2.78095,2.04392,5.3457,8.80707,4.17565,5.14867,4.7361,3.88849,3.08339,2.63495,4.78274,53.3974,67.9468,122.78,157.92,194.04,245.568,252.948,197.27,147.475,0.546396,0.669312,0.511748,0.758848,0.542015,0.609877,0.426523,0.515731,0.555967,-0.486401,-2.84846,1.33566,3.71193,10.2919,9.73037,13.6768,13.1984,11.5412,5.74825,2.69479,9.90715,12.0039,18.7082,18.8512,22.9901,22.4718,21.4448
"2175",30,0.8240915107804,40,1,0.380898,0.489654,0.506197,1.78069,1.80988,3.07116,2.91863,2.74305,1.31009,4.73389,4.04275,6.19064,1.35231,4.48589,2.20954,3.19822,2.39435,2.99868,26.706,50.3617,54.0863,160.607,137.509,216.445,200.914,194.685,111.809,0.84225,0.576535,0.775374,0.285366,0.620378,0.462195,0.416994,0.430763,0.420732,2.52562,-0.196537,2.05997,4.63534,10.3553,11.9184,13.1918,13.2199,10.2433,7.03641,5.70994,6.81155,15.3434,18.2627,20.7558,22.1089,23.8964,18.7987
"3181",17,0.608440392492605,59,1,0.291631,0.679993,0.668585,1.89623,1.73048,3.00329,4.18297,2.71718,1.30645,4.46991,3.53081,3.85094,1.09064,4.07173,2.66535,1.52158,3.27722,5.97797,47.0538,92.4184,85.0578,165.897,142.468,224.809,281.6,190.665,120.517,0.45358,0.296167,0.596381,0.371138,0.536192,0.421545,0.223446,0.620771,0.545935,0.673574,-0.35492,-1.67573,1.85066,5.20488,8.80435,12.083,12.2851,9.52992,4.83923,4.81269,2.76647,8.68247,11.3732,15.419,20.4075,19.7707,15.6245
"1563",25,0.918516265962118,29,2,0.467315,0.668292,1.02666,1.3735,1.90037,3.35486,4.06942,3.20328,1.58347,1.74628,2.49463,1.64945,3.16702,2.95457,1.14688,2.01565,1.1662,2.77273,35.264,77.6142,92.9959,112.097,142.516,219.866,247.502,210.24,115.358,0.543128,0.452252,0.451262,0.863406,0.684783,0.322101,0.371669,0.358696,0.492754,3.7223,-0.494958,3.19081,4.4915,7.38375,11.9649,16.3928,13.7759,10.5066,8.3516,4.18743,9.08901,11.6352,14.0443,20.2233,26.39,22.7505,18.9378
"173",2,0.688131249584488,4,3,0.560094,0.685634,1.17578,2.30047,3.10937,3.57974,3.83189,3.39002,1.95927,3.40919,3.34139,4.0446,1.31533,1.01789,3.26317,1.18735,2.80621,6.01201,65.8622,91.6565,127.116,205.613,244.542,245.768,243.98,232.944,168.345,0.364223,0.268339,0.482111,0.280606,0.140762,0.523333,0.252786,0.242522,0.411212,-2.00326,-0.676043,1.23418,2.85095,7.79165,11.2759,11.6642,11.1732,8.0933,2.56314,4.77064,6.74162,10.3818,16.0178,18.781,19.1347,19.2915,15.6038
"1986",56,0.531917228956651,36,3,0.481049,0.883448,1.52038,2.26171,3.14124,4.40174,4.06041,3.93843,2.41951,3.15139,3.68713,4.22341,2.1519,1.29307,1.62208,1.57094,0.23222,0.61792,53.9457,87.385,135.724,188.502,229.858,281.152,252.681,248.708,173.479,0.549247,0.613333,0.418495,0.350222,0.326452,0.328889,0.368172,0.00860215,0.286667,5.42096,5.44826,5.60005,8.90667,11.0223,15.8909,16.6592,17.4056,15.8306,10.7504,11.342,12.0672,15.5339,17.9718,23.4875,23.9485,25.3238,23.2116
"1984",54,0.726307409648779,36,3,0.720475,0.934059,2.08381,2.07899,3.20628,4.73583,5.43636,4.83112,2.25872,2.48995,1.83629,1.07215,3.01905,3.99041,0.0893976,0.233819,0.0566888,5.3454,83.3757,107.698,181.162,160.962,235.411,294.319,307.648,285.507,159.808,0.410753,0.454253,0.164301,0.638222,0.417634,0.124444,0.0649462,0.027957,0.492889,3.39412,0.281109,6.2798,8.04252,10.9031,16.8701,18.4464,19.6098,14.869,10.7595,6.65136,14.7901,14.6117,18.2642,24.8584,26.987,28.6393,22.2847
"2097",8,0.223706136417965,39,1,0.360105,0.472761,0.879064,1.33599,2.57582,2.88938,2.38689,2.09543,1.73584,2.79536,2.87909,1.79246,2.75825,2.74478,2.90708,2.45654,3.31559,1.18135,42.0986,43.7702,101.405,117.223,193.475,203.259,176.859,154.893,151.18,0.446289,0.557559,0.489508,0.567314,0.505794,0.524595,0.504854,0.525211,0.171845,-2.8471,4.65753,0.862152,6.93864,9.30059,13.183,12.1177,12.0047,11.1445,1.60757,9.4464,7.5153,13.9009,16.5906,20.4301,18.786,19.3946,19.583
"4246",1,0.553684027553426,79,2,0.254837,0.759515,0.816737,1.56555,2.45495,3.16805,3.85409,2.79021,1.67389,6.6421,0.085249,2.45929,5.1951,1.8883,3.61752,3.90811,3.96649,2.11647,66.2474,134.261,112.921,172.541,233.911,253.36,277.351,232.095,165.83,0.409809,0.0419096,0.360764,0.470408,0.416063,0.540136,0.356155,0.338051,0.305782,-6.7327,-4.24739,-0.829094,-0.596712,3.11075,6.85701,9.90685,7.93683,7.35133,-1.8685,3.32174,4.79226,6.48075,10.305,14.2259,17.8428,15.4744,14.22
"34",34,0.80456811296258,1,3,0.438379,0.656721,0.934025,2.08685,3.10496,2.60614,3.45817,3.53014,1.86337,0.815434,2.55111,3.58431,3.44768,3.26194,4.18026,4.33644,2.86468,2.74225,57.2272,93.8827,100.592,173.626,220.47,189.574,232.753,232.564,157.883,0.16655,0.37069,0.462482,0.372826,0.37237,0.677536,0.429874,0.408485,0.388406,-3.52352,-1.38,2.18274,4.46318,10.5349,12.1387,14.8084,14.5895,9.95271,1.78632,6.32128,10.257,14.4282,20.1317,19.7596,23.7224,26.2383,19.4171
"3392",36,1.18142665554315,63,1,0.477384,0.66783,1.55405,2.24782,2.99643,4.34097,4.18232,2.89066,1.74286,3.90173,3.84924,1.43913,2.7634,3.47891,1.36892,2.58421,2.53894,4.31,40.3675,66.3253,118.636,171.234,207.919,270.175,248.523,187.012,122.049,0.691628,0.622874,0.443932,0.53254,0.538402,0.0480159,0.266129,0.366359,0.75754,3.7689,2.78878,5.44282,4.97039,9.25675,12.0697,15.3408,14.2617,10.3614,8.14127,8.28496,11.9817,11.8869,16.4762,21.0262,25.1562,22.5264,17.2905
"2041",54,0.00131820265622906,37,3,0.511117,0.933722,2.26647,1.92244,3.42465,4.25022,4.41678,4.20478,2.74806,1.39295,0.655223,1.15983,3.1724,2.6208,1.63263,1.59565,2.0807,1.0237,67.307,115.771,184.678,153.81,224.497,251.056,259.572,235.517,170.056,0.455724,0.212306,0.298861,0.793791,0.385832,0.370588,0.290006,0.275459,0.212745,2.11235,-3.12632,3.80681,5.73176,10.8803,14.5006,14.6113,16.5352,12.4004,8.47152,4.12573,15.2584,13.3386,19.9514,23.7977,24.3991,27.5126,22.4024
"2171",26,-1.17953789118295,40,1,0.248531,0.423033,1.08071,2.26692,1.25346,2.82469,3.51227,2.41599,0.985293,5.48535,4.09278,1.42152,1.12872,4.15395,2.2076,1.74465,1.52045,4.94851,19.1936,58.4311,134.905,187.556,109.478,208.157,239.625,177.152,83.2079,0.813926,0.56476,0.293863,0.171138,0.68332,0.458943,0.238788,0.397718,0.715854,-0.0191532,-1.75762,-1.30846,2.21846,6.57605,10.413,12.6283,12.8577,10.0312,3.9929,4.22639,8.94784,14.4667,13.7881,19.9926,23.6544,23.9423,16.935
"2702",41,1.92916636557806,50,3,0.302174,0.389302,1.1033,1.36229,2.2567,3.3448,3.51892,2.52407,1.81942,4.41335,4.98913,3.72879,5.09353,3.17091,4.82957,1.94781,3.61748,6.16021,56.9532,68.8485,128.944,137.628,178.57,239.015,237.036,186.713,146.329,0.509254,0.610949,0.343205,0.664481,0.573242,0.51612,0.347964,0.420677,0.544809,-1.75219,-3.88205,0.550152,2.49526,10.1612,9.64782,13.1614,12.6534,10.6398,5.03234,1.75426,9.4074,11.0983,18.4167,19.0455,23.0788,22.5273,20.5028
"3012",9,-0.0281398178777241,56,5,0.347089,0.807685,1.27278,2.25756,2.34484,3.56928,4.12747,2.83527,1.37939,0.752098,1.43465,1.40341,0.621837,2.1835,1.03329,0.544205,1.50238,3.32875,39.8312,66.859,107.25,164.973,166.687,236.025,250.796,186.574,102.084,0.337128,0.47444,0.267868,0.253922,0.524984,0.166667,0.0657811,0.246047,0.488562,0.85876,2.6718,3.22061,4.02933,8.07169,11.1209,14.8631,12.7363,10.6259,5.06351,8.51053,11.1586,13.1995,16.7917,20.3404,25.832,22.4766,19.1027
"2252",50,0.781551949181628,41,1,0.355438,0.665014,1.01941,1.52685,2.74485,3.41033,3.59502,3.07079,1.89717,4.05626,1.8582,5.55616,5.59312,2.79057,3.95088,5.8342,4.50363,7.00979,63.0547,116.641,124.218,158.08,220.818,239.691,251.239,230.17,174.971,0.39757,0.295566,0.735232,0.727273,0.498534,0.609091,0.493088,0.491412,0.494372,-1.29896,-1.76119,-2.0801,1.42843,8.36141,10.792,11.2661,11.0502,7.02628,4.45524,5.6832,4.45479,8.13492,15.4061,17.646,19.6901,19.1268,13.947
"2755",37,0.462020438255965,51,2,0.382576,0.592583,1.23347,2.147,2.84164,3.4629,3.99257,3.05015,1.38257,8.85729,7.26683,5.72549,3.64623,6.46765,2.07821,2.54697,3.65189,6.51301,47.323,70.1923,131.597,188.849,219.187,246.495,252.459,210.18,124.236,0.702509,0.77425,0.614496,0.428395,0.45679,0.468313,0.390681,0.554759,0.706584,-2.2409,1.95478,-0.639298,4.09997,7.46795,9.88921,15.2195,13.165,7.46841,3.61523,7.98786,7.6105,12.3518,16.9406,18.2329,24.7906,22.4136,15.1615
"39",39,1.37479571943682,1,3,0.305571,0.693563,1.64983,2.75598,2.90351,2.32708,3.11893,2.9828,2.40329,2.5864,2.41519,0.548026,1.75984,3.93856,5.23359,3.01288,1.81906,1.56715,41.1479,80.4361,162.776,229.646,207.976,169.615,212.263,198.486,180.772,0.475806,0.55163,0.0992286,0.169928,0.580295,0.685507,0.53892,0.184783,0.267029,-2.11007,0.834703,1.67832,2.50106,9.77364,11.9511,13.1563,15.2471,9.77221,2.93748,8.87713,13.662,15.24,19.1078,20.0819,22.243,26.6008,22.1989
